,id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
424,id2722135,2,2016-02-20 13:32:00,2016/2/20 11:46,6,-73.97518921,40.76507187,-73.97019196,40.7660408,N,185
425,id3684742,2,2016-05-24 14:43:00,2016/5/24 13:40,1,-73.97869873,40.75521088,-73.98822784,40.74272919,N,1133
426,id2026236,1,2016-05-14 18:37:00,2016/5/14 18:23,1,-74.00363922,40.71361923,-73.97933197,40.78363037,N,1988
427,id3924756,1,2016-02-22 22:31:00,2016/2/22 21:50,2,-74.00437164,40.74218369,-73.97547913,40.76042557,N,960
428,id1384906,2,2016-02-25 22:49:00,2016/2/25 22:33,1,-73.9916153,40.75976181,-73.97422791,40.74317551,N,957
429,id3588665,2,2016-02-14 15:14:00,2016/2/14 14:45,4,-73.99054718,40.74586105,-74.00157166,40.73099136,N,465
430,id2840400,1,2016-02-23 21:47:00,2016/2/23 21:19,1,-73.99115753,40.73408127,-74.00498962,40.72969055,N,544
431,id3355874,1,2016-02-04 11:41:00,2016/2/4 11:42,1,-73.984375,40.76968765,-73.95407104,40.76402664,N,1105
432,id0363564,2,2016-05-21 14:28:00,2016/5/21 12:37,2,-73.99774933,40.75664902,-73.99302673,40.74713898,N,449
433,id0883448,1,2016-04-22 20:21:00,2016/4/22 20:17,3,-74.00003815,40.73486328,-74.00751495,40.73314285,N,382
434,id1322536,1,2016-05-06 10:24:00,2016/5/6 8:48,1,-73.98445129,40.72496796,-73.99853516,40.73400879,N,501
435,id0559488,2,2016-03-30 10:28:00,2016/3/30 9:00,6,-73.99316406,40.75769424,-73.98908997,40.76943588,N,519
436,id3226823,2,2016-03-28 09:01:00,2016/3/28 8:14,3,-73.98284912,40.74462891,-73.9849472,40.75933075,N,695
437,id3791668,2,2016-01-06 18:57:00,2016/1/6 17:27,5,-73.962677,40.77566147,-73.95944214,40.7802887,N,154
438,id3170402,2,2016-03-20 09:41:00,2016/3/20 7:58,1,-73.95992279,40.75851059,-73.99179077,40.74412155,N,494
439,id3815007,1,2016-05-21 00:02:00,2016/5/20 22:12,1,-73.96921539,40.75409317,-73.9736557,40.73783875,N,430
440,id3443107,2,2016-02-12 15:49:00,2016/2/12 15:31,5,-73.96795654,40.76874161,-73.96295929,40.77825928,N,300
441,id3942614,2,2016-06-22 05:26:00,2016/6/22 4:30,1,-73.98554993,40.74716568,-73.98806,40.75957489,N,258
442,id1459852,2,2016-05-18 09:06:00,2016/5/18 8:38,1,-73.98438263,40.77012634,-73.97027588,40.75772095,N,996
443,id1382741,1,2016-05-11 22:26:00,2016/5/11 20:35,1,-74.00884247,40.71366119,-74.00042725,40.72361755,N,345
444,id0531053,1,2016-02-02 09:54:00,2016/2/2 9:48,1,-73.99136353,40.74993134,-73.9728241,40.75866318,N,940
445,id0580213,2,2016-03-24 07:52:00,2016/3/24 7:09,1,-73.99491119,40.72544861,-73.96427155,40.71274185,N,698
446,id3656168,1,2016-03-28 09:37:00,2016/3/28 7:49,1,-73.9991684,40.7496109,-73.98609161,40.77261353,N,491
447,id1971518,1,2016-03-12 14:43:00,2016/3/12 13:14,1,-73.98897552,40.75920486,-73.97399139,40.7605896,N,605
448,id3911487,1,2016-03-03 18:44:00,2016/3/3 18:05,1,-73.96211243,40.77610016,-73.96852112,40.76440811,N,523
449,id3748596,1,2016-02-28 13:44:00,2016/2/28 13:30,2,-73.96924591,40.76689911,-73.94271851,40.79981232,N,734
450,id1485244,1,2016-02-25 00:37:00,2016/2/24 23:15,1,-73.9994812,40.7232666,-74.00728607,40.73815155,N,661
451,id0002063,2,2016-04-02 22:23:00,2016/4/2 20:56,1,-73.99477386,40.75497055,-73.99646759,40.7452774,N,496
452,id0920470,2,2016-04-12 16:38:00,2016/4/12 14:46,1,-73.96897888,40.75785065,-73.97348022,40.76250076,N,310
453,id0487874,2,2016-01-19 12:03:00,2016/1/19 10:56,1,-74.00714874,40.71303177,-73.98342896,40.7662735,N,2718
454,id1530336,2,2016-03-24 09:32:00,2016/3/24 7:50,1,-73.98069763,40.72994614,-74.00946045,40.71518326,N,833
455,id3466354,1,2016-01-17 12:31:00,2016/1/17 11:56,1,-73.97879791,40.76673126,-73.96166992,40.75780106,N,426
456,id1545867,2,2016-03-17 19:30:00,2016/3/17 19:34,1,-73.99128723,40.72370911,-73.98789215,40.73445129,N,385
457,id1196772,2,2016-06-28 12:45:00,2016/6/28 12:18,1,-73.98249054,40.76256943,-73.99862671,40.76060867,N,588
458,id3276198,2,2016-03-14 21:50:00,2016/3/14 20:36,1,-73.98191071,40.76688004,-73.98259735,40.77717972,N,306
459,id0739131,1,2016-04-19 23:02:00,2016/4/19 21:55,1,-73.97515869,40.75918198,-74.00526428,40.70737076,N,1096
460,id1527676,1,2016-03-07 20:58:00,2016/3/7 19:54,2,-73.98612976,40.75971985,-74.00148773,40.73606491,N,970
461,id1146853,2,2016-03-05 04:50:00,2016/3/5 3:20,4,-74.00539398,40.74081039,-73.95063019,40.82103729,N,1280
462,id1891863,1,2016-04-11 16:07:00,2016/4/11 15:17,1,-73.99237061,40.7375145,-73.87084198,40.77407837,N,2137
463,id0238963,2,2016-01-11 13:29:00,2016/1/11 13:09,1,-73.98001862,40.78601837,-73.97633362,40.75906754,N,1622
464,id0865346,1,2016-04-03 16:48:00,2016/4/3 15:44,1,-73.98719025,40.75074387,-73.80545807,40.68222046,N,2066
465,id1641073,2,2016-05-28 20:50:00,2016/5/28 19:09,1,-73.99073792,40.76622772,-73.9948349,40.75008392,N,842
466,id0674512,1,2016-04-11 22:58:00,2016/4/11 22:16,1,-73.96540833,40.79537964,-74.01257324,40.70155334,N,1089
467,id1709044,2,2016-03-19 11:49:00,2016/3/19 11:31,1,-73.98519135,40.72909164,-73.98096466,40.74178314,N,459
468,id1637128,2,2016-02-13 11:02:00,2016/2/13 9:25,1,-73.95553589,40.7796936,-73.95355225,40.7879715,N,191
469,id2166004,2,2016-01-08 22:19:00,2016/1/8 22:16,3,-74.00971222,40.72039032,-73.98493195,40.69197845,N,795
470,id3714906,1,2016-03-01 08:49:00,2016/3/1 8:40,1,-73.98949432,40.75367737,-73.98833466,40.74594879,N,407
471,id1002278,1,2016-04-10 01:38:00,2016/4/10 1:35,1,-73.94403839,40.71157837,-73.83838654,40.70336914,N,1059
472,id2248491,2,2016-04-10 16:30:00,2016/4/10 14:49,5,-73.99051666,40.73057938,-74.0017395,40.73521042,N,370
473,id3813882,1,2016-04-23 05:33:00,2016/4/23 4:17,2,-74.00630951,40.74468231,-73.99168396,40.76503372,N,335
474,id0290690,2,2016-05-27 20:42:00,2016/5/27 19:02,1,-73.98175049,40.76856995,-73.9848175,40.76441956,N,218
475,id0872691,1,2016-04-01 18:01:00,2016/4/1 17:17,1,-73.98797607,40.76159668,-73.97373962,40.77963638,N,538
476,id3812360,2,2016-05-31 22:06:00,2016/5/31 20:51,1,-73.99725342,40.72550964,-73.99394226,40.73254013,N,531
477,id2111520,2,2016-02-03 21:10:00,2016/2/3 20:21,2,-73.98873138,40.74884033,-73.98296356,40.76012039,N,334
478,id2378477,2,2016-02-19 20:14:00,2016/2/19 18:32,1,-73.9715271,40.79539871,-73.95487976,40.8202095,N,573
479,id2653245,2,2016-05-20 02:50:00,2016/5/20 1:46,2,-73.99220276,40.72133255,-73.95440674,40.68586349,N,794
480,id3908396,2,2016-06-28 14:12:00,2016/6/28 14:01,2,-73.96112061,40.77196884,-73.96575928,40.76543045,N,445
481,id3105640,1,2016-01-24 22:10:00,2016/1/24 21:00,1,-73.97798157,40.68478012,-73.95413208,40.6133461,N,1537
482,id1737882,2,2016-04-25 20:48:00,2016/4/25 19:34,1,-73.95896912,40.76800919,-73.98249054,40.76605988,N,843
483,id0998101,2,2016-03-30 21:14:00,2016/3/30 20:32,6,-73.98092651,40.77969742,-73.97502136,40.78433228,N,174
484,id0102349,2,2016-05-16 21:01:00,2016/5/16 20:45,2,-73.97058105,40.75873184,-73.99867249,40.74982834,N,942
485,id3355382,1,2016-03-25 06:50:00,2016/3/25 6:06,1,-73.87882233,40.74019623,-73.93547821,40.7430687,N,604
486,id3381901,1,2016-04-04 14:48:00,2016/4/4 15:06,1,-74.00629425,40.74990463,-73.96700287,40.76101303,N,2026
487,id0214120,2,2016-05-11 13:47:00,2016/5/11 13:14,1,-73.97611237,40.77614975,-73.97931671,40.7653389,N,655
488,id1506453,1,2016-06-16 10:39:00,2016/6/16 11:10,1,-73.99082184,40.75575256,-73.99752808,40.722435,N,2831
489,id3259541,2,2016-06-25 16:10:00,2016/6/25 16:34,1,-73.98538208,40.75025177,-74.01059723,40.70981979,N,1458
490,id2194188,2,2016-06-10 22:24:00,2016/6/10 22:26,1,-73.98612213,40.72642899,-73.99942017,40.72024918,N,612
491,id2042535,1,2016-02-12 13:37:00,2016/2/12 12:47,1,-73.97898102,40.75651932,-73.99216461,40.74920273,Y,629
492,id2419613,1,2016-06-15 21:16:00,2016/6/15 20:14,1,-73.95475006,40.76551437,-73.9910965,40.7261734,N,1039
493,id2695986,1,2016-05-22 02:28:00,2016/5/22 1:08,1,-73.95552063,40.7792778,-73.97890472,40.74277878,N,540
494,id3247633,1,2016-06-29 21:09:00,2016/6/29 20:57,1,-73.95514679,40.78255463,-73.96663666,40.80797577,N,761
495,id0194198,2,2016-05-15 16:07:00,2016/5/15 15:29,4,-73.86266327,40.76876831,-73.97521973,40.76351166,N,2699
496,id0260905,1,2016-01-13 22:55:00,2016/1/13 21:18,1,-73.97229767,40.75606537,-73.99039459,40.77176666,N,711
497,id0398807,2,2016-02-23 15:59:00,2016/2/23 15:07,6,-73.97357178,40.75216675,-73.97453308,40.73026657,N,1004
498,id1428415,1,2016-02-14 21:39:00,2016/2/14 20:28,1,-73.98028564,40.73442841,-73.97634125,40.76398849,N,897
499,id3920713,2,2016-01-16 19:16:00,2016/1/16 18:03,2,-73.97564697,40.7414093,-73.97724152,40.72637177,N,402
500,id1287069,1,2016-01-12 14:40:00,2016/1/12 14:52,2,-73.98944855,40.74169922,-73.98248291,40.76763153,N,1147
501,id2654799,2,2016-05-06 04:45:00,2016/5/6 4:33,2,-74.00390625,40.74193192,-73.99950409,40.76133347,N,620
502,id1504893,1,2016-01-11 20:06:00,2016/1/11 19:30,1,-73.97727966,40.75818634,-73.95835114,40.78150177,N,803
503,id3838936,1,2016-02-15 00:27:00,2016/2/15 0:24,2,-73.99407196,40.74111176,-73.99867249,40.74225616,N,166
504,id3953004,2,2016-06-03 22:08:00,2016/6/3 20:42,5,-73.98439789,40.72854996,-73.97219086,40.74757004,N,401
505,id3539226,2,2016-05-05 04:17:00,2016/5/5 2:50,1,-74.00700378,40.73987198,-74.00589752,40.74017334,N,67
506,id1385785,1,2016-04-02 00:37:00,2016/4/1 23:50,1,-73.97668457,40.78823853,-73.96554565,40.75525284,N,1173
507,id1647538,1,2016-04-08 20:08:00,2016/4/8 20:05,1,-73.98094177,40.75783157,-73.99105072,40.7604866,N,695
508,id3300666,2,2016-05-13 09:41:00,2016/5/13 8:05,1,-73.97071838,40.75880814,-73.9756012,40.75268936,N,286
509,id0763508,1,2016-06-10 19:46:00,2016/6/10 19:02,1,-74.00756836,40.73271561,-74.00250244,40.72480392,N,493
510,id1638050,1,2016-04-12 00:00:00,2016/4/11 23:38,1,-74.00940704,40.70612335,-73.97463226,40.75115967,N,669
511,id3468368,1,2016-02-19 07:36:00,2016/2/19 7:28,1,-73.95810699,40.76929092,-73.95420837,40.76411438,N,370
512,id0556588,2,2016-02-15 21:11:00,2016/2/15 19:57,5,-73.99170685,40.74776459,-73.98032379,40.74323654,N,411
513,id2975591,1,2016-01-06 13:03:00,2016/1/6 12:39,1,-73.99375916,40.73271942,-73.9912796,40.74226379,N,768
514,id1348785,1,2016-01-21 11:08:00,2016/1/21 10:39,1,-73.96219635,40.76779556,-73.96894073,40.76355743,N,315
515,id0938598,1,2016-04-30 04:57:00,2016/4/30 4:05,1,-73.97855377,40.7369957,-73.95713043,40.76615143,N,392
516,id1937745,2,2016-03-07 20:29:00,2016/3/7 18:58,2,-73.99097443,40.76063156,-73.99472046,40.75045013,N,404
517,id1245739,2,2016-06-01 00:13:00,2016/5/31 23:18,1,-73.78205109,40.64464188,-73.9927597,40.68133926,N,2641
518,id3646418,1,2016-05-18 08:44:00,2016/5/18 8:05,1,-73.96022034,40.79800034,-73.98101807,40.76198578,N,1272
519,id0610780,1,2016-06-10 09:52:00,2016/6/10 8:23,1,-73.97556305,40.78181839,-73.97558594,40.76074982,N,503
520,id1811004,1,2016-01-13 15:18:00,2016/1/13 14:05,1,-73.96614075,40.762146,-73.95615387,40.76759338,N,706
521,id3034691,2,2016-02-23 08:50:00,2016/2/23 7:41,1,-73.96710205,40.78830719,-73.97167969,40.76392365,N,766
522,id0815381,2,2016-06-24 15:15:00,2016/6/24 15:03,1,-73.94998932,40.78459167,-73.95170593,40.79050827,N,215
523,id0257838,1,2016-06-16 19:51:00,2016/6/16 19:44,1,-73.96196747,40.76832581,-73.99036407,40.75102997,N,1597
524,id0852257,2,2016-06-15 01:18:00,2016/6/14 23:48,1,-73.86267853,40.76890182,-73.88556671,40.74124146,N,1162
525,id3193947,2,2016-06-08 23:25:00,2016/6/8 21:33,3,-73.98548126,40.75812149,-73.99965668,40.7441597,N,382
526,id0309774,2,2016-01-14 20:42:00,2016/1/14 19:57,4,-73.99611664,40.76391983,-73.99363708,40.75733185,N,199
527,id1611149,1,2016-03-26 19:26:00,2016/3/26 19:23,1,-73.96901703,40.75410843,-73.99033356,40.75144577,N,913
528,id1290138,1,2016-06-04 09:05:00,2016/6/4 8:52,1,-73.99016571,40.77227783,-73.99272156,40.75608444,N,512
529,id1719238,1,2016-05-21 02:53:00,2016/5/21 2:56,2,-73.98992157,40.72933197,-73.96697998,40.76912689,N,933
530,id0317057,1,2016-05-04 00:05:00,2016/5/3 23:02,1,-73.98840332,40.74912262,-73.92862701,40.76075745,N,1370
531,id3307903,2,2016-02-20 05:56:00,2016/2/21 3:33,3,-74.00810242,40.74148941,-74.00995636,40.71461105,N,84594
532,id0021343,2,2016-03-17 21:35:00,2016/3/17 20:02,1,-73.94446564,40.77929306,-73.97454071,40.79341888,N,1074
533,id2276933,1,2016-02-06 18:45:00,2016/2/6 17:27,2,-74.00489044,40.70906448,-73.99727631,40.72194672,N,898
534,id2625436,2,2016-04-26 19:59:00,2016/4/26 18:38,1,-73.98897552,40.73667145,-74.00177002,40.74038315,N,382
535,id2799386,1,2016-04-22 22:07:00,2016/4/22 21:44,1,-74.00862885,40.73945999,-73.98188782,40.77103806,N,812
536,id3564443,2,2016-04-21 02:49:00,2016/4/21 1:34,1,-74.0043869,40.74234009,-73.99491119,40.75019836,N,248
537,id2566177,1,2016-06-18 08:50:00,2016/6/18 8:05,2,-73.9726944,40.793396,-73.96078491,40.79745483,N,283
538,id0549263,2,2016-02-23 15:24:00,2016/2/23 14:31,2,-73.97770691,40.75231934,-74.00598907,40.74005127,N,1238
539,id2835129,2,2016-02-01 19:23:00,2016/2/1 17:51,2,-73.93647766,40.81441116,-73.94327545,40.80265808,N,387
540,id2487895,1,2016-06-16 11:23:00,2016/6/16 10:30,1,-73.99532318,40.7497673,-73.97905731,40.75896454,N,928
541,id2067010,2,2016-03-22 12:44:00,2016/3/22 13:06,3,-73.96624756,40.76792145,-73.9923172,40.74940109,N,1813
542,id2904998,2,2016-06-23 11:39:00,2016/6/23 10:24,1,-73.96163177,40.76850128,-73.98923492,40.71417618,N,1119
543,id3405803,2,2016-04-02 14:45:00,2016/4/2 14:40,1,-73.95684814,40.76662064,-73.93890381,40.79330826,N,360
544,id0645865,2,2016-01-01 03:49:00,2016/1/1 3:52,2,-73.95314789,40.79161835,-73.96820831,40.79722977,N,185
545,id3545530,2,2016-02-08 10:33:00,2016/2/8 9:21,1,-74.0064621,40.74386978,-74.01550293,40.71134186,N,577
546,id2139965,1,2016-01-08 18:27:00,2016/1/8 17:24,2,-74.00363159,40.71355438,-73.99139404,40.73330688,N,687
547,id1801685,1,2016-02-12 20:59:00,2016/2/12 21:04,1,-73.97593689,40.75195313,-73.98368073,40.74092484,N,247
548,id2004798,2,2016-06-12 15:18:00,2016/6/12 14:57,2,-73.98253632,40.77220154,-73.98462677,40.75706863,N,1129
549,id3131928,2,2016-01-05 22:40:00,2016/1/5 20:55,2,-73.97845459,40.7413063,-73.97649384,40.73245621,N,299
550,id0301361,1,2016-04-19 12:01:00,2016/4/19 11:07,1,-73.95571899,40.77794647,-73.96205902,40.77314377,N,459
551,id3709717,2,2016-05-21 10:28:00,2016/5/21 9:25,1,-73.998909,40.76107025,-73.96038055,40.80387878,N,636
552,id0131920,2,2016-02-13 18:00:00,2016/2/13 17:56,1,-73.99660492,40.72550964,-73.99623871,40.72579575,N,1905
553,id2873647,1,2016-01-18 13:17:00,2016/1/18 13:05,1,-73.98000336,40.78566742,-73.96447754,40.77593231,N,640
554,id3949616,1,2016-04-28 09:03:00,2016/4/28 9:05,1,-73.99087524,40.75617981,-73.9740448,40.75735855,N,858
555,id1773809,2,2016-05-21 19:29:00,2016/5/21 19:27,1,-73.95514679,40.77324295,-73.95890045,40.78060532,N,258
556,id3630882,1,2016-01-17 01:41:00,2016/1/17 0:32,2,-73.97383118,40.76376724,-73.99476624,40.76020813,N,468
557,id0868843,2,2016-03-20 15:44:00,2016/3/20 14:02,2,-74.00232697,40.73981857,-73.99761963,40.75656891,N,440
558,id3806962,2,2016-01-01 17:04:00,2016/1/1 15:53,6,-74.00536346,40.72233963,-73.99469757,40.74013901,N,280
559,id1256619,1,2016-01-25 04:52:00,2016/1/25 3:35,1,-73.99900818,40.7280159,-73.97809601,40.71750259,N,654
560,id3940741,1,2016-01-26 18:40:00,2016/1/26 18:04,1,-73.98465729,40.76844025,-73.97484589,40.78286743,N,832
561,id1135189,1,2016-06-14 10:34:00,2016/6/14 9:49,1,-74.00016785,40.7345314,-73.9911499,40.75087738,N,1304
562,id0381402,1,2016-04-21 22:29:00,2016/4/21 21:04,2,-73.99060059,40.71868134,-73.95669556,40.71727371,N,771
563,id3607196,2,2016-01-26 12:08:00,2016/1/26 12:20,1,-74.01725006,40.70847702,-73.97992706,40.76135635,N,3510
564,id0544194,1,2016-06-09 20:10:00,2016/6/9 19:51,1,-73.96849823,40.76488876,-73.96310425,40.7689743,N,389
565,id1138893,1,2016-01-29 13:37:00,2016/1/29 12:25,1,-73.96092987,40.7692337,-73.96497345,40.76653671,N,248
566,id0473184,2,2016-01-14 18:58:00,2016/1/14 18:19,6,-73.94530487,40.77412033,-73.9541626,40.77898788,N,187
567,id2672200,1,2016-03-08 12:59:00,2016/3/8 11:21,1,-73.96432495,40.7735939,-73.98976898,40.73848343,N,1324
568,id2775619,1,2016-01-10 00:31:00,2016/1/9 23:19,2,-73.98694611,40.74774933,-73.97908783,40.78717422,N,924
569,id0779024,2,2016-05-17 18:44:00,2016/5/17 17:46,1,-73.96042633,40.77862549,-73.96560669,40.80550766,N,873
570,id2225999,2,2016-03-17 02:35:00,2016/3/17 2:22,2,-73.98839569,40.72880936,-74.00284576,40.74954224,N,659
571,id1001293,1,2016-05-07 02:11:00,2016/5/7 1:41,1,-73.97775269,40.74573898,-73.98106384,40.74704742,N,84
572,id2897593,2,2016-06-04 18:33:00,2016/6/4 18:01,1,-73.96279907,40.79442978,-73.97798157,40.7804718,N,774
573,id0320308,2,2016-05-10 19:22:00,2016/5/10 19:25,1,-73.95432281,40.78990173,-73.9543457,40.77642059,N,599
574,id0654976,2,2016-05-21 15:27:00,2016/5/21 14:38,1,-73.97238922,40.79413986,-73.97782135,40.78704834,N,165
575,id1378596,2,2016-02-19 19:52:00,2016/2/19 18:07,1,-73.97833252,40.74160004,-73.98966217,40.73833847,N,407
576,id3783986,1,2016-06-24 23:45:00,2016/6/24 23:25,1,-74.00317383,40.73298645,-74.00804138,40.71118546,N,549
577,id3609969,2,2016-02-20 17:23:00,2016/2/20 16:18,6,-74.00275421,40.73958969,-74.00265503,40.7504158,N,312
578,id0701532,1,2016-03-17 11:11:00,2016/3/17 9:42,1,-73.96083832,40.77475739,-73.97061157,40.75882339,N,1730
579,id3887413,2,2016-05-02 08:46:00,2016/5/2 9:07,1,-73.95822906,40.7646904,-74.00109863,40.71469116,N,1416
580,id0108955,1,2016-05-07 15:38:00,2016/5/7 15:03,4,-73.98527527,40.75824356,-74.00197601,40.73824692,N,593
581,id3275625,2,2016-03-18 11:50:00,2016/3/18 10:40,2,-73.981987,40.77258682,-73.97193909,40.76605988,N,748
582,id3200728,2,2016-03-03 12:12:00,2016/3/3 10:32,1,-73.99588013,40.75918961,-73.97987366,40.75278091,N,1074
583,id0965307,2,2016-04-01 02:51:00,2016/4/1 2:52,1,-73.9860611,40.74716187,-73.98027039,40.73514938,N,391
584,id0422722,2,2016-05-11 15:04:00,2016/5/11 14:12,6,-74.01280975,40.70817947,-73.98497772,40.74208832,N,1378
585,id0020892,1,2016-05-18 12:24:00,2016/5/18 12:14,1,-73.97805023,40.75409317,-73.98485565,40.77419281,N,1429
586,id2778242,1,2016-02-13 11:21:00,2016/2/13 10:33,1,-73.9908371,40.75569916,-73.97616577,40.76387024,N,379
587,id0851262,1,2016-02-04 15:44:00,2016/2/4 15:06,1,-73.9709549,40.7480545,-73.98865509,40.75638199,N,722
588,id3741701,2,2016-06-26 15:42:00,2016/6/26 14:48,1,-73.87287903,40.77420044,-73.9957962,40.76435089,N,2717
589,id2512157,1,2016-05-23 08:25:00,2016/5/23 8:05,1,-73.98030853,40.78155899,-73.95867157,40.77833939,N,873
590,id1732495,2,2016-06-17 21:48:00,2016/6/17 21:26,2,-73.87088776,40.77381134,-73.83603668,40.70547867,N,1180
591,id2742829,2,2016-03-11 23:46:00,2016/3/11 23:27,2,-74.00901031,40.71863174,-74.01075745,40.71749115,N,222
592,id1647735,2,2016-06-04 23:54:00,2016/6/4 22:13,1,-73.93978119,40.79005051,-73.91638184,40.84195709,N,854
593,id2657420,1,2016-01-23 00:47:00,2016/1/23 0:27,1,-73.98210144,40.74590302,-73.99384308,40.68325043,N,1290
594,id1221003,2,2016-05-22 14:27:00,2016/5/22 14:03,2,-73.96476746,40.75566864,-73.96618652,40.76200104,N,216
595,id2930554,2,2016-04-20 13:14:00,2016/4/20 11:37,1,-73.97937775,40.76713181,-73.97219086,40.78131866,N,527
596,id2870933,2,2016-04-01 01:14:00,2016/4/1 0:22,2,-74.00280762,40.72358704,-73.99976349,40.73041534,N,194
597,id3129935,1,2016-02-16 14:58:00,2016/2/16 14:00,2,-73.94911957,40.78525925,-73.94694519,40.79574585,N,697
598,id0217206,2,2016-03-24 22:32:00,2016/3/24 21:56,1,-73.97509766,40.75463867,-73.99555206,40.73588943,N,543
599,id0249249,1,2016-01-20 03:11:00,2016/1/20 1:25,1,-73.98469543,40.75846863,-73.99248505,40.74494553,N,211
600,id3129705,2,2016-01-06 01:03:00,2016/1/6 0:24,1,-73.97271729,40.74938965,-73.96711731,40.7566185,N,235
601,id1556806,1,2016-02-03 08:39:00,2016/2/3 7:35,1,-73.98731995,40.7685051,-73.97409058,40.75982666,N,725
602,id2823249,2,2016-04-12 20:22:00,2016/4/12 20:10,1,-73.98505402,40.75328064,-73.99092102,40.77091599,N,784
603,id1937747,2,2016-03-08 09:11:00,2016/3/8 7:40,6,-73.99313354,40.7678566,-73.98301697,40.76774597,N,242
604,id1175263,1,2016-04-16 19:09:00,2016/4/16 17:29,1,-73.97830963,40.75347137,-73.99158478,40.75004196,N,707
605,id1999486,1,2016-05-22 16:05:00,2016/5/22 16:05,2,-73.9822464,40.76221848,-73.99575043,40.74399185,N,623
606,id1503926,1,2016-02-11 21:50:00,2016/2/11 21:23,1,-73.99717712,40.72201538,-73.96521759,40.7168808,N,767
607,id3885431,1,2016-03-03 01:26:00,2016/3/3 0:10,2,-73.78826141,40.64736176,-74.00744629,40.5771904,N,1733
608,id2116614,2,2016-04-04 21:13:00,2016/4/4 19:17,1,-73.97509766,40.76512146,-73.9707489,40.7605896,N,170
609,id0704699,1,2016-02-16 15:53:00,2016/2/16 16:01,1,-73.99104309,40.74491501,-73.97962189,40.76060486,N,606
610,id0909228,1,2016-05-08 16:57:00,2016/5/8 15:17,1,-73.98851013,40.74293518,-74.01062012,40.72350693,Y,926
611,id0846940,2,2016-05-09 15:28:00,2016/5/9 14:32,1,-74.00293732,40.72832108,-73.97522736,40.74451828,N,1488
612,id2584470,1,2016-06-10 02:11:00,2016/6/10 1:07,1,-74.0003891,40.73242188,-73.95544434,40.76574326,N,950
613,id1936858,1,2016-02-02 19:16:00,2016/2/2 18:18,1,-73.96829224,40.79678726,-73.96225739,40.80226135,N,162
614,id2702727,1,2016-03-04 20:35:00,2016/3/4 20:07,1,-74.0067749,40.71618271,-73.99253082,40.7240715,N,556
615,id1074936,1,2016-05-30 00:40:00,2016/5/30 0:00,1,-73.97192383,40.74735641,-73.97999573,40.73352432,N,318
616,id1613182,2,2016-02-25 22:21:00,2016/2/25 21:56,1,-74.00566864,40.71779633,-73.97205353,40.7473259,N,1179
617,id2310579,1,2016-01-22 13:08:00,2016/1/22 11:37,1,-74.00289154,40.74477768,-73.96363831,40.76577759,N,1587
618,id3783123,2,2016-01-25 17:38:00,2016/1/25 17:32,5,-73.87091064,40.77381897,-73.94096375,40.81591034,N,1575
619,id1979413,2,2016-06-26 18:52:00,2016/6/26 18:46,5,-74.00550079,40.70938873,-73.98052216,40.72179031,N,630
620,id0567555,2,2016-01-13 23:02:00,2016/1/13 22:53,3,-73.97888184,40.72396088,-73.94206238,40.79539108,N,966
621,id2034134,1,2016-01-26 11:11:00,2016/1/26 10:18,1,-74.0062027,40.73413086,-73.99443054,40.73639679,N,513
622,id3152592,2,2016-02-25 13:05:00,2016/2/25 12:30,2,-73.98873901,40.75185776,-73.98373413,40.75286102,N,281
623,id0856966,2,2016-04-25 11:43:00,2016/4/25 11:04,1,-73.99030304,40.75671387,-73.95669556,40.76800537,N,873
624,id2235544,1,2016-01-12 22:30:00,2016/1/12 21:57,1,-73.94441223,40.71473312,-73.94482422,40.72558594,N,236
625,id1623771,2,2016-03-10 13:11:00,2016/3/10 11:51,1,-74.00092316,40.73185349,-73.9817276,40.74945068,N,1049
626,id3234283,2,2016-03-21 08:49:00,2016/3/21 7:43,1,-73.94727325,40.77991867,-73.95586395,40.77961349,N,292
627,id1559226,2,2016-06-04 17:34:00,2016/6/4 17:11,1,-74.0157547,40.71088409,-73.97891998,40.75048828,N,1293
628,id0761430,2,2016-06-05 23:02:00,2016/6/5 21:19,2,-73.98609924,40.76210022,-73.96864319,40.75600052,N,410
629,id1174904,2,2016-02-20 23:14:00,2016/2/20 21:23,5,-73.97141266,40.75091171,-73.9766922,40.74375916,N,159
630,id2357219,2,2016-06-08 23:21:00,2016/6/8 21:48,1,-73.98532104,40.75802612,-74.01719666,40.71157074,N,1128
631,id2560160,2,2016-02-14 12:12:00,2016/2/14 11:06,1,-73.99167633,40.7378273,-73.97969055,40.76088333,N,414
632,id0244490,2,2016-03-12 10:17:00,2016/3/12 9:26,1,-73.98551178,40.76023865,-74.01147461,40.71468353,N,1319
633,id0476703,1,2016-03-01 18:13:00,2016/3/1 16:42,1,-73.95227051,40.82420349,-73.93804169,40.8555069,N,681
634,id0205616,2,2016-06-20 22:42:00,2016/6/20 21:06,1,-73.9595108,40.78268814,-73.96879578,40.77004242,N,176
635,id0015649,2,2016-01-23 00:22:00,2016/1/22 23:21,2,-73.97834015,40.74544144,-73.98726654,40.75567245,N,587
636,id1622754,2,2016-02-01 21:09:00,2016/2/1 21:20,1,-73.98249817,40.74781036,-74.00965881,40.70785522,N,2070
